complaint_id,canonical_complaint_url,hotel_id,hotel_name,reply_order,reply_author_type,reply_date_raw,reply_text
kadikale-resort-otel-camasirhanesinde-surekli-hijyen-ve-etik-sorunlari,https://www.sikayetvar.com/kadikale-resort/kadikale-resort-otel-camasirhanesinde-surekli-hijyen-ve-etik-sorunlari,BOD113,Kadıkale Resort,1,USER,16 Eylül 2025 13:53,"Eylül 2025’e kadar Kadıkale Resort Otel’de çamaşırhane personeli olarak iki yaz sezonu boyunca çalıştım. Bu süreçte, çamaşırhanede hem hijyen hem de çalışan davranışları açısından ciddi ve sürekli sorunlara şahit oldum. Özellikle plaj ve SPA havluları çoğu zaman yıkanmadan, yalnızca kurutma makinesinde kurutulup parfüm sıkılarak tekrar kullanıma sunuluyordu. İşlerin yoğun olduğu dönemlerde ise yüz ve banyo havluları, çarşaflar ve pikeler yetersiz şekilde, sadece soğuk suyla durulanıp müşterilere gönderiliyordu. Kirli çamaşırların konulduğu arabalara temiz çamaşırlar yerleştiriliyor, katlama sırasında pikeler ve çarşaflar yere, ayakkabıyla basılan yerlere temas ediyordu. Ütüleme esnasında da çarşaflar temiz olmayan yüzeylere değiyordu. Ayrıca bazı çalışanlar, yıkanmış ve müşteriye verilecek havlularla terlerini silip bu şekilde katlayarak teslim ediyordu. Bu sorunlar sadece yoğun dönemlerde değil, çalıştığım tüm süre boyunca devam etti. Çamaşırhanede hijyen kurallarına kesinlikle uyulmuyor ve bu durumdan çamaşırhane şefi s. T. Tamamen haberdar olmasına rağmen hiçbir önlem almıyor, müdahale etmiyordu. Ayrıca çamaşırhaneye üniforma almaya gelen kadınlar hakkında uygunsuz ve rahatsız edici konuşmalar yapılıyor, kamera sistemi kullanılarak kadınlar izleniyordu. Şef s. T. Ve oğlu, mesai saatleri içinde korsan taşımacılık yapıyor ve uygunsuz davranışlarda bulunuyordu. S*** t***.’nin çalışanlara ve çevresine karşı ileri derecede rahatsız edici söz ve davranışları oluyordu. Çamaşırhanede genellikle deneyimsiz, genç ve eğitimsiz kişiler çalıştırılıyor, işlerin büyük bir bölümü bu kişilere yaptırılıyordu. Bu hijyen ve etik sorunları yalnızca benim gözlemimle sınırlı değil; oteldeki hk departmanından da çamaşırların pis koktuğuna dair şikayetler gelmişti. Ancak biz çalışanların üst yönetimle doğrudan iletişim kurması yasaktı. Bu nedenle sorunlar sürekli olarak devam etti ve herhangi bir iyileştirme yapılmadı. Elimde bu yaşananları kanıtlayan videolar da mevcut. Tüm bu nedenlerle, Kadıkale Resort Otel yönetiminin acilen çamaşırhanede kapsamlı bir denetim yapmasını, hijyen ve çalışan davranışlarıyla ilgili gerekli tüm önlemleri almasını talep ediyorum. Otelin ve misafirlerin sağlığı açısından bu sorunların acilen giderilmesi gerekmektedir."
cikis-gunu-tesis-kullaniminda-ayrimcilik-ve-iletisim-sorunu,https://www.sikayetvar.com/kadikale-resort/cikis-gunu-tesis-kullaniminda-ayrimcilik-ve-iletisim-sorunu,BOD113,Kadıkale Resort,1,COMPANY,25 Ağustos 2025 12:22,"Merhabalar

tüm otellede giriş ve çıkış saati uygulaması yapılmaktdır

gırıs 14:00 çıkış 12:00 dır

munferıt bir üslup yanlısıgı yaşanmış ise özür dileriz

saygılarımla"
cikis-gunu-tesis-kullaniminda-ayrimcilik-ve-iletisim-sorunu,https://www.sikayetvar.com/kadikale-resort/cikis-gunu-tesis-kullaniminda-ayrimcilik-ve-iletisim-sorunu,BOD113,Kadıkale Resort,2,USER,25 Ağustos 2025 12:38,Merhaba transferi olan müşterilerle diğer müşfiklerin farkı nedir açıklama yapabilir misiniz
kadikale-resort-otelinde-beklentilerin-altinda-bir-deneyim,https://www.sikayetvar.com/kadikale-resort/kadikale-resort-otelinde-beklentilerin-altinda-bir-deneyim,BOD113,Kadıkale Resort,1,COMPANY,8 Haziran 2025 13:18,"Merhabalar
 tesis taahhüt ettiği tüm hizmetleri yerine getirmiştir geç kahvaltı tüm otellede aynı şekildedir menü daralır buklet malzemeleri sürdürülebilir turizn kapsamında kaldırılmış olup sabit sabuluk ve şampuan olarak kullanılması talimatı tesisilere gelmiştir. Otelimiz fiyat performans oteli olup alınan ücretin fazlası hizmet vermektedir"
kefaluka-resortta-ultra-her-sey-dahil-konseptinde-yiyecek-ve-havlu-eksikligi,https://www.sikayetvar.com/kefaluka-resort/kefaluka-resortta-ultra-her-sey-dahil-konseptinde-yiyecek-ve-havlu-eksikligi,BOD007,Kefaluka Resort,1,COMPANY,22 Ağustos 18:29,"Sayın Misafirimiz, 

Öncelikle tesisimizi tercih ettiğiniz için teşekkür ederiz. Tarafınızca iletilen bildirimler ilgili departmanlarımız tarafından incelenmiş olup, konuya ilişkin açıklamalarımız aşağıda bilgilerinize sunulmuştur.

Ultra Her Şey Dahil konseptimiz kapsamında tesisimizde gün içerisinde farklı saatlerde hizmet veren yiyecek noktaları bulunmaktadır. Pastane ve Teras Bar'da belirli saatlerde ikramlar sunulmakta, ayrıca 4 ayrı snack restoranımız 12:00–17:00 saatleri arasında yiyecek hizmeti vermektedir. Ana restoranımız ise 07:00–13:45 ve 19:00–21:30 saatleri arasında hizmet vermektedir. Dolayısıyla Ultra Her Şey Dahil konsepti kapsamında tesisimizde gün içerisinde farklı noktalardan yiyecek hizmeti sunulmaktadır.

Pastane bölümünde sunulan ikramların köpük tabak ile servis edilmesi ise havuz çevresinde cam ve kırılabilir servis ekipmanlarının kullanımının misafir güvenliği ve Health & Safety kuralları açısından uygun olmaması nedeniyle tercih edilen bir uygulamadır. Havuz çevresinde cam kırılması sonucu oluşabilecek yaralanma ve hijyen risklerinin önlenmesi amacıyla kırılabilir servis ekipmanlarının kullanımından kaçınılmaktadır. Pastane ürün ve ikram çeşitliliği ise tesisimizde uygulanmakta olan Ultra Her Şey Dahil konsepti kapsamında sunulmaktadır.

Havlu talebiniz ile ilgili yapılan değerlendirmede, tarafınıza havlu temin edildiği, ancak mevcut havlunun nemli olduğunu bildirmeniz üzerine yeni havluların temin edilmesinin beklendiği anlaşılmıştır. Bu süreçte tarafınıza yeni havluların temin edileceği ve dilerseniz bekleyebileceğiniz bilgisi verilmiştir. Dolayısıyla yaşanan durum, havlu hizmetinin sunulmaması şeklinde olmayıp, talebiniz doğrultusunda havlu değişimi ve yeni havluların temini sürecinde yaşanan kısa süreli operasyonel bir aksaklık niteliğindedir.

Şikâyetiniz, tesisimizde mevcut prosedürler doğrultusunda yürütülen şikayet yönetimi süreci kapsamında kayıt altına alınarak ilgili departmanlara iletilmiş olup, konu ilgili birimler tarafından takip edilmektedir. Misafir İlişkileri ekibimiz tarafından tarafınızla iletişim kurulmaya çalışılmış, ancak devam eden süreçte iletişim sağlanamamıştır.

Tarafınızca iletilen ücret iadesi talebi de ilgili birimlerimiz tarafından değerlendirilmiştir. Yapılan değerlendirmede, tesisimizde Ultra Her Şey Dahil konsepti kapsamında sunulması öngörülen hizmetlerin mevcut olduğu, bildirilen hususların ise hizmetin tamamen sunulmaması niteliğinde olmayıp geçici operasyonel aksaklıklar kapsamında değerlendirildiği görülmüştür. Bu doğrultuda, mevcut değerlendirmeler kapsamında konaklama bedelinin kısmen veya tamamen iadesini gerektiren bir durum oluşmadığı değerlendirilmiş olup, ücret iadesi talebinizin karşılanması yönünde bir işlem yapılamamıştır.

Tesisimizde misafirlerimize sunulan hizmetler belirlenen konsept ve operasyonel planlama doğrultusunda yürütülmekte olup, tarafınızca bildirilen hususlar ilgili departmanlarımız tarafından değerlendirilmiştir. Geri bildiriminiz için teşekkür eder, konaklamanızın geri kalanının memnuniyetiniz doğrultusunda devam etmesini dileriz.

Saygılarımızla

Kefaluka Resort 
Misafir İlişkileri Departmanı"
kefaluka-resortta-ultra-her-sey-dahil-konseptinde-yiyecek-ve-havlu-eksikligi,https://www.sikayetvar.com/kefaluka-resort/kefaluka-resortta-ultra-her-sey-dahil-konseptinde-yiyecek-ve-havlu-eksikligi,BOD007,Kefaluka Resort,2,USER,22 Ağustos 18:46,"Konu: Kefaluka Resort – Ücret İadesi Talebime Verilen Cevaba İtiraz ve resmi Başvuru Bildirimi

Sayın Kefaluka Resort Yetkilileri, 

Tarafıma göndermiş olduğunuz cevabı okudum. Ancak cevabınızın, konaklama süresince tarafımdan bildirilen sorunların tamamına cevap vermediğini ve mevcut durumun yalnızca “geçici operasyonel aksaklık” şeklinde nitelendirilmesinin gerçeği yansıtmadığını belirtmek isterim.

Öncelikle açıkça ifade ediyorum: Tarafımdan ödenen konaklama bedeli 271.000 TL’dir. Bu bedel karşılığında satın alınan hizmetin yalnızca tesis bünyesinde teorik olarak bazı hizmet noktalarının mevcut olup olmadığı üzerinden değerlendirilmesini kabul etmiyorum.

1. Ultra Her Şey Dahil konsepti

Cevabınızda farklı yiyecek noktalarının bulunduğunu belirterek Ultra Her Şey Dahil konseptinin yerine getirildiğini ifade etmişsiniz.

Ancak benim itirazım tesis içerisinde kağıt üzerinde hangi noktaların bulunduğu değildir. Esas mesele, tarafıma satılan ve bedeli ödenen hizmetin fiilen hangi kalite, çeşitlilik, süreklilik ve standartta sunulduğudur.

Bu nedenle “4 snack restoranımız bulunmaktadır” şeklindeki açıklamanız, tarafımdan bildirilen somut hizmet problemlerine tek başına cevap teşkil etmemektedir.

2. Karton ve sert plastik kullanımına ilişkin açıklamanız

Pastane bölümündeki köpük tabak kullanımını yalnızca havuz çevresindeki cam güvenliği ile açıklamışsınız.

Ancak burada özellikle belirtmek isterim ki tesis genelinde yalnızca havuz çevresinde değil, farklı alanlarda karton, mika ve sert plastik servis ekipmanlarının kullanıldığı tarafımdan gözlemlenmiştir.

Dolayısıyla “havuz çevresinde cam kullanılamaması” gerekçesiyle yapılan açıklamanız, tesis genelindeki uygulamayı açıklamamaktadır.

Eğer bu uygulama gerçekten yalnızca Health & Safety gerekçesiyle ve yalnızca havuz çevresine özgü ise, tesisin diğer alanlarında neden aynı veya benzer servis ekipmanlarının kullanıldığının da açıklanmasını bekliyorum.

3. Oda içerisindeki rutubet ve koku

Tarafımdan bildirilen odadaki rutubet ve koku problemi hakkında cevabınızda herhangi bir açıklama bulunmamaktadır.

Bu hususun cevabınızda tamamen karşılıksız bırakılmış olması özellikle dikkat çekicidir.

Konaklama hizmetinin en temel unsurlarından biri, misafire temiz, sağlıklı ve konaklamaya elverişli bir oda sunulmasıdır.

Bu nedenle;

* Oda içerisindeki rutubet ve koku iddiamın, 
* Bu durumun tesis tarafından tespit edilip edilmediğinin, 
* Odaya ilişkin teknik/housekeeping kayıtlarının, 
* Tarafımdan yapılan bildirimler"
kefaluka-resortta-ultra-her-sey-dahil-konseptinde-yiyecek-ve-havlu-eksikligi,https://www.sikayetvar.com/kefaluka-resort/kefaluka-resortta-ultra-her-sey-dahil-konseptinde-yiyecek-ve-havlu-eksikligi,BOD007,Kefaluka Resort,3,USER,22 Ağustos 18:55,"Konu: Kefaluka Resort – Ek Açıklama ve Oda Koşullarına İlişkin İtiraz

Sayın Kefaluka Resort Yetkilileri, 

Tarafıma göndermiş olduğunuz cevabınıza ek olarak özellikle bir hususun düzeltilmesini ve kayıt altına alınmasını istiyorum.

Konaklamam sırasında kaldığım odada rutubet ve belirgin koku problemi yaşadığımı tarafınıza bildirdim. Bu şikayetimin ardından tarafıma üst katlardan alternatif bir oda teklif edilmiştir.

Dolayısıyla bu husus yalnızca benim kişisel olarak ileri sürdüğüm ve tesis tarafından dikkate alınmamış bir iddia değildir. Şikayetim üzerine tarafınızca alternatif oda önerilmesi, mevcut odanın koşullarına ilişkin tarafımdan yapılan bildirimin tesisiniz tarafından dikkate alındığını açıkça göstermektedir.

Buna rağmen tarafıma gönderdiğiniz cevapta oda içerisindeki rutubet ve koku şikayetime tek bir açıklama dahi yapılmamıştır.

Bu durum özellikle dikkat çekicidir.

Eğer oda koşullarına ilişkin herhangi bir problem bulunmadığını düşünüyorsanız, tarafıma neden alternatif oda teklif edildiğinin açıklanmasını bekliyorum.

Ayrıca söz konusu oda değişikliği teklifinin;

* hangi personel tarafından yapıldığı, 
* hangi tarihte ve saatte kayıt altına alındığı, 
* tarafımdan yapılan şikayetin tesis sistemine nasıl işlendiği, 
* alternatif oda teklifinin hangi gerekçeyle yapıldığı, 
* mevcut odayla ilgili housekeeping veya teknik bir kayıt bulunup bulunmadığı

hususlarının incelenmesini talep ediyorum.

Bu nedenle önceki cevabınızda yer alan ve sorunların tamamını “geçici operasyonel aksaklık” olarak nitelendiren yaklaşımınızı kabul etmiyorum.

Özellikle 271.000 TL bedel ödenmiş bir konaklamada, oda koşulları, yiyecek-içecek hizmetleri, servis ekipmanları, havlu hizmeti ve tesis içerisindeki güvenlik uygulamaları gibi birden fazla başlıkta yaşanan sorunların her birinin ayrı ayrı değerlendirilmesi gerekir.

Tarafınızca gönderilen cevabın, oda içerisindeki rutubet ve koku sorununu tamamen cevapsız bırakması nedeniyle mevcut şikayet dosyamın bu husus da eklenerek yeniden değerlendirilmesini talep ediyorum.

Ayrıca tesis genelinde gözlemlediğim ve daha önce belirttiğim karton/mika/sert plastik servis ekipmanları ile açık yeşil alanlarda bulunan tüp ve tüp ekipmanlarına ilişkin fotoğraf ve video kayıtlarını da muhafaza etmekteyim.

Health & Safety gerekçesinin tarafıma yapılan açıklamalarda kullanılması nedeniyle, tesis genelindeki uygulamaların aynı güvenlik standartları açısından değerlendirilmesini de ilgili mercilerin takdirine bırakacağım.

Tarafıma veri"
guvenlik-sorunu-ve-aile-saldirisi-nedeniyle-tatil-iptali-ve-ucret-iadesi-talebi,https://www.sikayetvar.com/kefaluka-resort/guvenlik-sorunu-ve-aile-saldirisi-nedeniyle-tatil-iptali-ve-ucret-iadesi-talebi,BOD007,Kefaluka Resort,1,USER,21 Ağustos 02:14,Diğer bir misafir tanığın ifadesi. Tüm aileler haklı oldupumuzu sakinliğimizi koruduğumuzu söylerken otelin yanımızda olmaması üzücü. Elbette otel bir yargı mecrisi değil ama biraz daha duyarlı ve adil davranabilirdi :(
guvenlik-sorunu-ve-aile-saldirisi-nedeniyle-tatil-iptali-ve-ucret-iadesi-talebi,https://www.sikayetvar.com/kefaluka-resort/guvenlik-sorunu-ve-aile-saldirisi-nedeniyle-tatil-iptali-ve-ucret-iadesi-talebi,BOD007,Kefaluka Resort,2,COMPANY,22 Ağustos 20:07,"Sayın Misafirimiz, 

Tesisimize iletmiş olduğunuz şikayet ve talepleriniz, otel yönetimimiz ve hukuk müşavirliğimiz tarafından titizlikle incelenmiştir.

Yaşanan olaylara ilişkin tesisimizce yapılan değerlendirme, olayların gelişimi ve konuya dair açıklamalarımız ekte yer alan resmi yazımızda detaylı şekilde bilgilerinize sunulmuştur.

Saygılarımızla, 
Kefaluka Resort Otel Yönetimi"
guvenlik-sorunu-ve-aile-saldirisi-nedeniyle-tatil-iptali-ve-ucret-iadesi-talebi,https://www.sikayetvar.com/kefaluka-resort/guvenlik-sorunu-ve-aile-saldirisi-nedeniyle-tatil-iptali-ve-ucret-iadesi-talebi,BOD007,Kefaluka Resort,3,USER,23 Ağustos 04:35,"Sayın Kefaluka Resort ve Hukuk Müşavirliği,"
kefaluka-resortta-sahte-rezervasyon-ve-115-bin-tl-kayip,https://www.sikayetvar.com/kefaluka-resort/kefaluka-resortta-sahte-rezervasyon-ve-115-bin-tl-kayip,BOD007,Kefaluka Resort,1,COMPANY,14 Ağustos 21:05,"Değerli Misafirimiz, 

Öncelikle yaşadığınız mağduriyet nedeniyle üzüntümüzü belirtmek isteriz. Uzun bir yolculuk sonrasında rezervasyonunuzun tesis sistemimizde bulunmadığını öğrenmeniz ve konaklamanızı gerçekleştirebilmek için aynı tarihler için yeniden ödeme yapmak zorunda kalmanızın sizin açınızdan son derece zorlayıcı bir durum olduğunu anlıyoruz.

Bununla birlikte, yaşanan olayın tesisimiz tarafından gerçekleştirilmiş veya tesisimizin resmi rezervasyon kanalları üzerinden oluşturulmuş bir işlem olmadığını özellikle belirtmek isteriz. Tarafımıza ilettiğiniz bilgiler doğrultusunda işlemin, tesisimizin adı ve markası kullanılarak gerçekleştirilen sahte bir rezervasyon girişimi olduğu anlaşılmaktadır.

Kefaluka Resort olarak bu tür sahte rezervasyon ve dolandırıcılık girişimlerine karşı gerekli aksiyonları almaktayız. Tesisimizin adı kullanılarak yayımlanan ücretli sponsorlu reklamlar ve sahte yönlendirmeler tespit edildiğinde, ivedilikle bildirilmektedir ve ilgili sahte içeriklerin erişime engellenmesi için gerekli girişimler yapılmaktadır.

Ayrıca misafirlerimizin bu tür mağduriyetler yaşamaması amacıyla resmi Instagram hesabımız olan  üzerinde, sahte rezervasyonlara karşı uyarı niteliğindeki bilgilendirmemiz sabitlenmiş ilk gönderi olarak yayınlanmaktadır. Misafirlerimizin rezervasyon işlemlerini yalnızca tesisimizin doğrulanmış ve resmi iletişim kanalları üzerinden gerçekleştirmeleri konusunda düzenli olarak bilgilendirme yapılmaktadır.

Özellikle belirtmek isteriz ki, bu tür sahte rezervasyon girişimleri yalnızca tesisimize özgü bir durum değildir. Otel, havayolu, seyahat acentesi ve farklı turizm markalarının isimleri kullanılarak benzer yöntemlerle gerçekleştirilen dolandırıcılık vakaları sektör genelinde yaşanabilmektedir. Bu nedenle Google gibi arama motorlarında görülen ve resmi otel sitesi izlenimi veren üçüncü taraf internet siteleri veya telefon numaraları üzerinden işlem yapılması önemli riskler taşıyabilmektedir.

Yaşadığınız olayın ardından tarafınıza doğrudan bir yönetici tarafından yeterli bilgilendirme yapılmamış olmasından dolayı ayrıca üzgünüz. Olayın hukuki boyutu bulunduğu ve konuyla ilgili resmi mercilere başvuru yapıldığı için süreç hukuk birimlerimiz tarafından da takip edilmektedir. Bu durum, yaşadığınız mağduriyeti önemsemediğimiz anlamına gelmemektedir.

Ancak sahte rezervasyon işlemi tesisimizin sistemlerinde oluşturulmadığından ve ödemenin de tesisimizin resmi banka hesaplarına yapılmadığından, söz konusu 115.000 TL'lik ödemenin tesisimiz tarafından tahsil edilmiş bir konaklama bedeli olmadığını özellikle belirtmek isteriz. Bu nedenle ortaya çıkan maddi zararın doğrudan tesisimiz tarafından oluşturulduğu veya tesisimizin bu bedeli aldığı yönünde bir değerlendirme yapılması doğru olmayacaktır.

Bununla birlikte, yaşanan durumun ciddiyetinin farkındayız ve başka misafirlerimizin benzer bir mağduriyet yaşamaması için gerekli uyarı ve bildirim çalışmalarımızı sürdürmekteyiz. Tarafınızdan sunulan bilgi ve belgelerin de ilgili hukuki süreç kapsamında değerlendirilmesini önemsiyoruz.

Yaşadığınız mağduriyet için tekrar üzgün olduğumuzu belirtir, resmi kanallarımız dışında yapılan rezervasyon işlemlerinde misafirlerimizin son derece dikkatli olmalarını önemle rica ederiz.

Saygılarımızla, 
Kefaluka Resort
Misafir İlişkileri Ekibi"
kefaluka-resort-havuz-kenarlari-temizlenmiyor-bir-suru-sinekler-var-video,https://www.sikayetvar.com/kefaluka-resort/kefaluka-resort-havuz-kenarlari-temizlenmiyor-bir-suru-sinekler-var-video,BOD007,Kefaluka Resort,1,USER,3 Ağustos 08:31,Havuz kenarları pislik ten ve sinekten geçilmiyor tam 4 gündür buradayım defalarca söylememe rağmen temizlik yapan yok
kefaluka-resort-havuz-kenarlari-temizlenmiyor-bir-suru-sinekler-var-video,https://www.sikayetvar.com/kefaluka-resort/kefaluka-resort-havuz-kenarlari-temizlenmiyor-bir-suru-sinekler-var-video,BOD007,Kefaluka Resort,2,COMPANY,3 Ağustos 18:26,"Sayın Misafirimiz, 

Öncelikle görüşlerinizi bizlerle paylaştığınız için teşekkür ederiz.

Sıcak yaz aylarında açık alanlarda, özellikle de havuz çevresinde doğa kaynaklı sinek ve böcek hareketliliği mevsimsel koşullar gereği artış gösterebilmektedir. Ancak tesisimizde hijyen standartları en üst düzeyde tutulmakta olup, havuz çevresi ve genel kullanım alanları gün boyunca belirli periyotlarla ve düzenli olarak temizlik ekiplerimiz tarafından titizlikle temizlenmektedir. Ayrıca açık alanlarımızda periyodik ilaçlama çalışmaları da kesintisiz sürdürülmektedir.

Geri bildiriminizi ilgili departman yöneticilerimizle paylaştığımızı ve konunun takibinde olduğumuzu belirtmek isteriz. Tatilinizin kalan kısmını çok daha keyifli geçirmenizi dileriz.

Saygılarımızla, 

Misafir İlişkileri Departmanı
Kefaluka Resort"
kefaluka-otelde-unutulan-gozlugun-bulunamamasi-ve-guvenlik-ihmali,https://www.sikayetvar.com/kefaluka-resort/kefaluka-otelde-unutulan-gozlugun-bulunamamasi-ve-guvenlik-ihmali,BOD007,Kefaluka Resort,1,COMPANY,8 Temmuz 00:38,"Sayın Misafir, 

Kefaluka Resort’ta gerçekleştirdiğiniz konaklamanın ardından paylaştığınız geri bildiriminiz için teşekkür ederiz.

Çocuk havuzu kenarında unuttuğunuz güneş gözlüğünüz, bildiriminiz anından itibaren resmi kayıtlarımıza alınmış ve titizlikle yürütülen kamera/saha incelemelerimiz neticesinde bugün itibarıyla bulunarak Kayıp Eşya (Lost & Found) birimimizde koruma altına alınmıştır. Güvenlik kameralarının geriye dönük incelenmesi teknik bir süreç gerektirdiğinden, eşyanızın tespiti doğal olarak bugünü bulmuştur; dolayısıyla süreçte herhangi bir zafiyet ya da ilgisizlik söz konusu değildir.

Gözlüğünüzün bulunduğu bilgisini paylaşmak adına çıkış gününüzde ve bugün kayıtlı numaranızdan size ulaşılmaya çalışılmış, ancak aramalarımız yanıtsız kalmıştır.

Eşyanız tesisimizde güvenle muhafaza edilmektedir. Yarın gün içinde, teslimat detaylarını netleştirmek adına sizinle tekrar iletişime geçilecektir.

Saygılarımızla, 

Misafir İlişkileri Yönetimi"
kefaluka-otelde-unutulan-gozlugun-bulunamamasi-ve-guvenlik-ihmali,https://www.sikayetvar.com/kefaluka-resort/kefaluka-otelde-unutulan-gozlugun-bulunamamasi-ve-guvenlik-ihmali,BOD007,Kefaluka Resort,2,USER,9 Temmuz 15:17,"Evet sonunda nasıl olduysa bulunmuş orada 6 günde, gözlüğün sap kısımları sanki taş ile ezilmiş çizilmiş. Alici ödeme yoluyla 850 TL bedelle İstanbul'a gönderilmiş. Yazık sizin gibi 5 yıldızlı otele tanıdığın tanımadığım herkese aldığım hizmeti tavırınızı anlatacağım!"
kefaluka-resortta-cokmus-altyapi-ve-yetersiz-yonetim,https://www.sikayetvar.com/kefaluka-resort/kefaluka-resortta-cokmus-altyapi-ve-yetersiz-yonetim,BOD007,Kefaluka Resort,1,COMPANY,25 Haziran 12:02,"Sayın Misafirimiz, 
Tesisimizde gerçekleştirdiğiniz konaklama sürecinize ve dijital platformlar üzerinden paylaştığınız değerli geri bildirimlerinize ilişkin detaylar, yönetimimiz tarafından büyük bir titizlikle incelenmiştir.
Öncelikle tatiliniz sırasında yaşamış olduğunuz güneş yanığı rahatsızlığı nedeniyle geçmiş olsun dileklerimizi samimiyetle iletmek isteriz. Ortak kullanım alanlarımızdan fitness salonumuzda uygulanan kapalı spor ayakkabısı ve uygun spor kıyafeti zorunluluğu; sizlerin de takdir edeceği üzere yalnızca tesis içi basit bir kuraldan ibaret olmayıp, 6331 sayılı İş Sağlığı ve Güvenliği Kanunu, genel hijyen yönetmelikleri ve uluslararası emniyet standartları gereği tüm misafirlerimizin sağlığını ve can güvenliğini korumak adına tavizsiz uygulanması gereken yasal bir yükümlülüktür.
Sağlık durumunuz nedeniyle bu kuralların esnetilmesini talep ettiğiniz süreçte, sizleri spordan uzak bırakmamak ve tatil konforunuzu korumak adına Misafir İlişkileri ekibimiz son derece yapıcı bir yaklaşımla yaklaşmıştır. Bu doğrultuda, açık hava Yoga alanımızda kullanabileceğiniz size özel serbest ağırlıklar (dumbbell) ve taşınabilir spor ekipmanları alternatif bir çözüm olarak sunulmuş, ancak bu önerimiz kabul görmemiştir. Bununla birlikte, yapılan bilgilendirmelerin hemen akabinde, şahsınızın uygun spor kıyafetlerini ve kapalı spor ayakkabılarını giyerek fitness salonumuzu ziyaret ettiği, tesis imkanlarından herhangi bir sağlık konforu kaybı yaşamadan, rutin ve güvenli bir şekilde faydalandığı kronolojik hizmet kayıtlarımız ve departman tutanaklarımızla sabittir. Bu durum, paylaşımlarınızda yer alan mağduriyet iddialarının aksine, tesisimizin misafir güvenliğini ön planda tutarken hizmet sunmaya devam ettiğini göstermektedir.
Otelimiz, ""Ultra Her Şey Dahil"" konseptinde hizmet vermekte olup; ana restoranımızın yanı sıra gün boyu kesintisiz hizmet sunan snack restoranlarımız, pastanemiz ve alternatif yiyecek alanlarımızla öğle yemeği dahil tüm ikramlar uluslararası standartlarda eksiksiz şekilde misafirlerimize ulaştırılmaktadır. Bölgemizin kendine has coğrafi bir zenginliği olan Bodrum rüzgarını veya periyodik uluslararası denetimlerden başarıyla geçen altyapı ve asansör sistemlerimizi, kuralların uygulanmasına duyulan bir sitem nedeniyle ""yetersiz"" olarak nitelendirmenin objektif eleştiri sınırlarının ötesinde kaldığını üzülerek belirtmek isteriz.
Son olarak; görevlerini yasal mevzuata ve misafir memnuniyeti ilkelerine uygun olarak nezaketle yürüten çalışanlarımızın isimlerinin, rızaları olmaksızın dijital mecralarda açıkça zikredilerek hedef gösterilmesi, 6698 sayılı Kişisel Verilerin Korunması Kanunu (KVKK) kapsamında yasal bir ihlal niteliği taşımaktadır. Tesisimizin ticari itibarına ve özveriyle çalışan personellerimizin şahsi haklarına yönelik gerçekleştirilen bu haksız paylaşımlara karşı, her kurumsal işletme gibi tüm yasal haklarımızı saklı tuttuğumuzu bilgilerinize sunarız.
Yaşadığınız rahatsızlığın tekrar geçmiş olmasını diler, sağlıklı günler dileriz.
Saygılarımızla, 
Kefaluka Resort Yönetimi"
kefaluka-resortta-cokmus-altyapi-ve-yetersiz-yonetim,https://www.sikayetvar.com/kefaluka-resort/kefaluka-resortta-cokmus-altyapi-ve-yetersiz-yonetim,BOD007,Kefaluka Resort,2,USER,3 Temmuz 19:27,Restorant alanında öğlen yemeği var savınız bizzat sizin tabelalarınız ile doğrulanmazken aksini iddaa etmeniz ilginç bundan dolayı diğer doğru olmayan iddalariniza cevap vermeyi uygun görmedim.
